Consumer_Boiler1_MomentaryFuel,Consumer_Boiler2_MomentaryFuel,Consumer_GeneratorEngine1_MomentaryFuel,Consumer_GeneratorEngine1_RotationSpeed,Consumer_GeneratorEngine1_ShaftPower,Consumer_GeneratorEngine2_MomentaryFuel,Consumer_GeneratorEngine2_RotationSpeed,Consumer_GeneratorEngine2_ShaftPower,Consumer_GeneratorEngine3_MomentaryFuel,Consumer_GeneratorEngine3_RotationSpeed,Consumer_GeneratorEngine3_ShaftPower,Consumer_GeneratorEngine4_MomentaryFuel,Consumer_GeneratorEngine4_RotationSpeed,Consumer_GeneratorEngine4_ShaftPower,Consumer_GeneratorEngine5_MomentaryFuel,Consumer_GeneratorEngine5_RotationSpeed,Consumer_GeneratorEngine5_ShaftPower,Consumer_Total_MomentaryFuel,Consumer_Total_ShaftPower,Environment_SeaFloorDepth,Propeller_Port_RotationSpeed,Propeller_Port_ShaftPower,Propeller_Port_ShaftTorque,Propeller_Starboard_RotationSpeed,Propeller_Starboard_ShaftPower,Propeller_Starboard_ShaftTorque,Propeller_Total_ShaftPower,Ship_Bearing,Ship_Heading,Ship_SpeedOverGround,Ship_SpeedThroughWater,Weather_DiffuseRadiation,Weather_DirectNormalIrradiance,Weather_DirectRadiation,Weather_OceanCurrentDirection,Weather_OceanCurrentVelocity,Weather_Precipitation,Weather_RelativeHumidity2M,Weather_ShortwaveRadiation,Weather_SunshineDuration,Weather_SurfacePressure,Weather_SwellWaveDirection,Weather_SwellWaveHeight,Weather_SwellWavePeakPeriod,Weather_SwellWavePeriod,Weather_Temperature2M,Weather_WaveDirection,Weather_WaveHeight,Weather_WavePeriod,Weather_WeatherCode,Weather_WindDirection10M,Weather_WindGusts10M,Weather_WindSpeed10M,Weather_WindWaveDirection,Weather_WindWaveHeight,Weather_WindWavePeakPeriod,Weather_WindWavePeriod,index,MISSING_FIELD_COUNT,Consumer_Boiler1_FuelType_DM,Consumer_Boiler1_FuelType_RM 380,Consumer_Boiler2_FuelType_DM,Consumer_Boiler2_FuelType_RM 380,Consumer_GeneratorEngine1_FuelType_DM,Consumer_GeneratorEngine1_FuelType_RM 180,Consumer_GeneratorEngine1_FuelType_RM 380,Consumer_GeneratorEngine2_FuelType_DM,Consumer_GeneratorEngine2_FuelType_RM 180,Consumer_GeneratorEngine2_FuelType_RM 380,Consumer_GeneratorEngine3_FuelType_DM,Consumer_GeneratorEngine3_FuelType_RM 180,Consumer_GeneratorEngine3_FuelType_RM 380,Consumer_GeneratorEngine4_FuelType_DM,Consumer_GeneratorEngine4_FuelType_RM 180,Consumer_GeneratorEngine4_FuelType_RM 380,Consumer_GeneratorEngine5_FuelType_DM,Consumer_GeneratorEngine5_FuelType_RM 180,Consumer_GeneratorEngine5_FuelType_RM 380
0.0,0.0,0.0,1.2,0.0,0.3466986490885417,512.6,6056400.0,0.0,0.0,0.0,0.3387453070746528,511.4,6036400.0,0.0,0.0,0.0,0.6854439561631944,12092800.0,188.1338146620664,81.41340026855468,3614524.0,423949.23125,80.85566711425781,3487690.6666666665,411628.5520833333,7102214.666666666,273.5835329347522,277.94000244140625,7.634355449676514,7.716666603088379,0.0,0.0,0.0,191.66666666666663,0.3916666666666666,0.0,81.5,0.0,0.0,1013.4,216.66666666666663,0.2266666666666666,3.25,2.25,19.48333333333333,216.16666666666663,0.2266666666666666,2.8916666666666666,2.166666666666667,245.66666666666663,3.966666666666667,2.44,291.1666666666667,0.0066666666666666,1.2416666666666667,0.1916666666666666,9553,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
0.0,0.0,0.0,2.0,0.0,0.3667912326388889,512.0,6386400.0,0.0,0.0,0.0,0.0300526529947917,0.0,0.0,0.3562292887369791,511.4,6383000.0,0.7530731743706598,12769400.0,278.9794034523473,80.18679962158203,3467096.2,412899.70625,80.00659942626953,3274595.4,390842.88125,6741691.6,319.597166031403,326.8799987792969,7.480022335052491,7.644644355773925,0.0,0.0,0.0,137.58333333333334,0.1458333333333333,0.0,81.0,0.0,0.0,1017.3333333333331,196.66666666666663,0.32,5.2,4.491666666666667,24.4,196.5833333333333,0.3216666666666666,4.433333333333334,2.0,129.75,3.783333333333333,2.229166666666667,134.5,0.0233333333333333,1.5208333333333333,1.3125,39773,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0.0,0.0297968444824218,0.0,2.2,0.0,0.3627350802951388,511.6,6357000.0,0.0,0.0,0.0,0.3764430474175347,510.4,6280200.0,0.0,0.0,0.0,0.7689749721950955,12637200.0,41.73456556519315,75.00824928283691,2833834.25,360773.5859375,75.0,2823843.4,359542.925,5657677.65,134.82762482989585,136.13999938964844,6.852400016784668,6.893555641174316,0.0,0.0,0.0,258.75,0.2208333333333333,0.1166666666666666,82.0,0.0,0.0,1011.8,340.6666666666667,0.1833333333333333,5.808333333333334,4.3875,28.33333333333333,340.6666666666667,0.1833333333333333,3.616666666666667,47.91666666666667,43.91666666666666,4.033333333333333,2.328333333333333,180.0,0.0,1.3041666666666667,1.3625,81417,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0.0,0.0,0.0,2.0,0.0,0.47175537109375,511.6,8348600.0,0.4926033393012153,510.8,8545800.0,0.4648442789713541,510.8,8454200.0,0.0,0.0,0.0,1.4292029893663194,25348600.0,42.317380111283256,110.00659942626952,9042032.6,784907.6625,109.4666015625,9002885.0,785361.9,18044917.6,141.746031230583,141.10000305175782,9.51722240447998,9.949355316162109,13.083333333333332,66.10000000000001,10.25,270.75,0.2083333333333333,0.0,73.08333333333333,23.333333333333336,300.0,1015.4666666666668,135.0,0.72,6.895833333333334,6.591666666666667,27.416666666666664,116.0,1.2633333333333334,5.104166666666666,1.0,103.08333333333331,10.558333333333334,8.400833333333333,107.08333333333331,1.0433333333333334,5.216666666666667,4.408333333333333,78663,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0.0,0.0,0.4648547905815972,512.0,8385000.0,0.48109814453125,512.0,8124000.0,0.0,0.0,0.0,0.4801059163411459,511.0,8385400.0,0.0,0.0,0.0,1.4260588514539931,24894400.0,274.0409009399083,109.0,8553487.5,749355.84375,109.08679962158205,8650195.8,757231.025,17203683.3,93.23581538871724,96.0,9.76415557861328,9.98022174835205,156.33333333333334,366.33333333333337,176.33333333333331,42.0,0.1066666666666666,0.0,88.66666666666667,332.66666666666663,3600.0,1016.1333333333332,105.33333333333331,0.6266666666666667,4.75,4.45,25.5,104.33333333333331,0.6533333333333333,4.233333333333333,3.0,96.66666666666669,6.766666666666667,4.87,91.66666666666669,0.2066666666666666,2.283333333333333,1.85,39096,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0.0,0.0,0.0,1.0,0.0,0.4703651597764758,512.6,8058800.0,0.4996682061089409,511.2,8740000.0,0.4548672654893663,511.0,8113200.0,0.0,0.0,0.0,1.4249006313747832,24912000.0,278.9995978957122,111.0,9310569.5,800985.484375,0.0,0.0,21882.29825882848,9310569.5,92.8116297651365,93.83999786376953,9.774444580078123,10.227155113220215,296.0,367.3833333333333,260.3333333333333,301.5,0.3016666666666666,0.0,83.83333333333333,556.3333333333334,3600.0,1015.6,109.5,0.3133333333333333,7.65,5.825,21.433333333333334,112.83333333333331,0.5933333333333333,4.158333333333333,3.0,92.5,8.233333333333333,6.220000000000001,104.16666666666669,0.4366666666666666,3.55,2.6166666666666667,10765,3,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0.0,0.0,0.0,3.6,0.0,0.394855455186632,512.0,6959800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3962165934244792,510.8,6977200.0,0.7910720486111112,13937000.0,45.20643657057993,81.0,3661296.2,431639.5375,80.0,3604501.6,430255.70625,7265797.800000001,15.246092548343082,17.75999984741211,7.1713556289672855,7.0993332862854,0.0,0.0,0.0,308.0,0.3025,0.075,76.0,0.0,0.0,1006.525,302.0,0.415,5.2,4.074999999999999,30.025,302.75,0.415,4.0375,2.25,346.75,4.825,3.1225,299.25,0.045,1.15,1.0750000000000002,98490,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0.0,0.0,0.4723107028537326,512.4,8435000.0,0.4741745741102431,512.4,8502200.0,0.4604440782335069,511.0,8414600.0,0.4698380533854166,511.0,8483000.0,0.0,0.0,0.0,1.8767674085829,33834800.0,39.44803510921886,101.47107752563969,7688522.68360161,715744.354250503,86.33804893381784,6981762.904838709,776165.743218475,0.0,8.828130511137982,9.04000015258789,10.340332984924316,11.070844268798828,11.166666666666671,9.65,1.833333333333334,177.5,0.8833333333333333,0.0,76.83333333333333,13.0,0.0,1009.0833333333334,35.666666666666664,0.5133333333333333,6.95,4.966666666666667,28.266666666666666,33.833333333333336,0.5533333333333333,4.633333333333334,3.0,30.166666666666668,6.783333333333333,4.5616666666666665,20.0,0.19,2.5083333333333333,1.8916666666666668,90052,6,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0.0,0.0,0.0,2.0,0.0,0.4287866075303819,512.2,7582200.0,0.0,0.0,0.0,0.428048109266493,511.2,7441400.0,0.4229078776041667,511.8,7680000.0,1.2797425944010417,22703600.0,278.5605547712522,109.88679962158204,8635568.2,750449.2,108.99175071716309,8379956.5,734210.296875,17015524.7,241.90983350938765,237.9600006103516,9.846466636657714,10.24773292541504,0.0,0.0,0.0,112.0,0.27,0.0,86.0,0.0,0.0,1013.5,113.0,1.06,5.2,5.1,22.7,116.0,1.08,5.0,2.0,278.0,14.0,6.97,249.0,0.22,3.25,2.45,40960,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0.0,0.0,0.183869642469618,512.6,2426000.0,0.0,0.0,0.0,0.1574803873697917,511.4,2488400.0,0.1673797336154513,511.0,2437600.0,0.0,0.0,0.0,0.5087297634548611,7352000.0,8.113781964374262,39.54000015258789,418900.4,77473.491796875,38.52679977416992,378915.2,69561.35146484376,797815.6000000001,346.7029278771558,352.44000244140625,5.226755428314209,5.360511112213135,0.0,0.0,0.0,189.0,0.215,0.0,79.0,0.0,0.0,1011.6,89.5,0.88,7.075,7.074999999999999,27.15,97.0,1.76,5.775,2.0,89.5,10.4,6.6,99.0,1.51,6.225,5.225,91020,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
